,time,damage
0,2/29/20 05:03,0.99997866
1,2/29/20 05:13,0.9999788
2,2/29/20 05:23,0.99997866
3,2/29/20 05:33,0.9999788
4,2/29/20 05:43,0.9999788
5,2/29/20 05:53,0.9999788
6,2/29/20 06:03,0.9999788
7,2/29/20 06:13,0.99997884
8,2/29/20 06:23,0.9999789
9,2/29/20 06:33,0.9999788
10,2/29/20 06:43,0.99997884
11,2/29/20 06:53,0.9999789
12,2/29/20 07:03,0.99997884
13,2/29/20 07:23,0.99997884
14,2/29/20 07:33,0.9999789
15,2/29/20 07:43,0.999979
16,2/29/20 07:53,0.99997884
17,2/29/20 08:03,0.9999789
18,2/29/20 08:13,0.9999789
19,2/29/20 08:33,0.999979
20,2/29/20 08:43,0.999979
21,2/29/20 08:53,0.999979
22,2/29/20 09:03,0.9999789
23,2/29/20 09:13,0.999979
24,2/29/20 09:23,0.999979
25,2/29/20 09:33,0.99997896
26,2/29/20 09:43,0.99997896
27,2/29/20 09:53,0.9999789
28,2/29/20 10:03,0.9999789
29,2/29/20 10:13,0.99997896
30,2/29/20 10:23,0.999979
31,2/29/20 10:33,0.999979
32,2/29/20 10:53,0.999979
33,2/29/20 11:03,0.9999789
34,2/29/20 11:13,0.99997896
35,2/29/20 11:23,0.999979
36,2/29/20 11:33,0.999979
37,2/29/20 11:43,0.999979
38,2/29/20 11:53,0.999979
39,2/29/20 12:03,0.999979
40,2/29/20 12:13,0.999979
41,2/29/20 12:23,0.99997914
42,2/29/20 12:33,0.99997914
43,2/29/20 12:43,0.999979
44,2/29/20 12:53,0.999979
45,2/29/20 13:03,0.999979
46,2/29/20 13:13,0.999979
47,2/29/20 13:23,0.999979
48,2/29/20 13:33,0.999979
49,2/29/20 13:43,0.999979
50,2/29/20 13:53,0.999979
51,2/29/20 14:03,0.999979
52,2/29/20 14:13,0.999979
53,2/29/20 14:23,0.99997896
54,2/29/20 14:33,0.999979
55,2/29/20 14:43,0.999979
56,2/29/20 14:53,0.99997914
57,2/29/20 15:03,0.999979
58,2/29/20 15:13,0.999979
59,2/29/20 15:23,0.999979
60,2/29/20 15:33,0.999979
61,2/29/20 15:43,0.99997914
62,2/29/20 15:53,0.999979
63,2/29/20 16:03,0.999979
64,2/29/20 16:13,0.9999791
65,2/29/20 16:23,0.999979
66,2/29/20 16:33,0.999979
67,2/29/20 16:43,0.999979
68,2/29/20 16:53,0.999979
69,2/29/20 17:03,0.999979
70,2/29/20 17:13,0.999979
71,2/29/20 17:23,0.999979
72,2/29/20 17:33,0.999979
73,2/29/20 17:43,0.999979
74,2/29/20 17:53,0.999979
75,2/29/20 18:03,0.999979
76,2/29/20 18:13,0.999979
77,2/29/20 18:23,0.999979
78,2/29/20 18:33,0.99997896
79,2/29/20 18:43,0.999979
80,2/29/20 18:53,0.99997896
81,2/29/20 19:04,0.999979
82,2/29/20 19:13,0.999979
83,2/29/20 19:23,0.999979
84,2/29/20 19:33,0.999979
85,2/29/20 19:43,0.999979
86,2/29/20 19:53,0.999979
87,2/29/20 20:03,0.999979
88,2/29/20 20:13,0.99997896
89,2/29/20 20:23,0.99997914
90,2/29/20 20:33,0.999979
91,2/29/20 20:43,0.999979
92,2/29/20 20:53,0.999979
93,2/29/20 21:03,0.999979
94,2/29/20 21:13,0.999979
95,2/29/20 21:23,0.9999791
96,2/29/20 21:33,0.99997914
97,2/29/20 21:43,0.999979
98,2/29/20 21:53,0.999979
99,2/29/20 22:03,0.999979
100,2/29/20 22:13,0.999979
101,2/29/20 22:23,0.9999791
102,2/29/20 22:33,0.9999791
103,2/29/20 22:43,0.999979
104,2/29/20 22:53,0.999979
105,2/29/20 23:03,0.999979
106,2/29/20 23:13,0.999979
107,2/29/20 23:23,0.999979
108,2/29/20 23:33,0.9999789
109,2/29/20 23:44,0.999979
110,2/29/20 23:53,0.999979
111,3/1/20 00:03,0.99997896
112,3/1/20 00:13,0.9999791
113,3/1/20 00:23,0.999979
114,3/1/20 00:33,0.999979
115,3/1/20 00:43,0.999979
116,3/1/20 00:53,0.999979
117,3/1/20 01:03,0.9999791
118,3/1/20 01:13,0.999979
119,3/1/20 01:23,0.999979
120,3/1/20 01:33,0.999979
121,3/1/20 01:43,0.999979
122,3/1/20 02:03,0.999979
123,3/1/20 02:13,0.99997914
124,3/1/20 02:23,0.999979
125,3/1/20 02:33,0.999979
126,3/1/20 02:43,0.999979
127,3/1/20 02:53,0.999979
128,3/1/20 03:03,0.999979
129,3/1/20 03:13,0.99997896
130,3/1/20 03:23,0.99997896
131,3/1/20 03:33,0.999979
132,3/1/20 03:43,0.999979
133,3/1/20 03:53,0.999979
134,3/1/20 04:03,0.999979
135,3/1/20 04:13,0.999979
136,3/1/20 04:23,0.999979
137,3/1/20 04:33,0.999979
138,3/1/20 04:43,0.999979
139,3/1/20 04:53,0.99997896
140,3/1/20 05:03,0.999979
141,3/1/20 05:13,0.999979
142,3/1/20 05:23,0.99997896
143,3/1/20 05:34,0.999979
144,3/1/20 05:43,0.99997896
145,3/1/20 05:53,0.99997914
146,3/1/20 06:03,0.999979
147,3/1/20 06:13,0.999979
148,3/1/20 06:23,0.999979
149,3/1/20 06:33,0.999979
150,3/1/20 06:44,0.999979
151,3/1/20 06:53,0.9999791
152,3/1/20 07:03,0.999979
153,3/1/20 07:13,0.999979
154,3/1/20 07:23,0.99997896
155,3/1/20 07:33,0.999979
156,3/1/20 07:43,0.999979
157,3/1/20 07:54,0.999979
158,3/1/20 08:03,0.999979
159,3/1/20 08:13,0.999979
160,3/1/20 08:23,0.9999789
161,3/1/20 08:33,0.99997896
162,3/1/20 08:43,0.999979
163,3/1/20 08:53,0.9999791
164,3/1/20 09:03,0.999979
165,3/1/20 09:13,0.999979
166,3/1/20 09:23,0.999979
167,3/1/20 09:33,0.999979
168,3/1/20 09:43,0.99997896
169,3/1/20 09:53,0.9999789
170,3/1/20 10:03,0.999979
171,3/1/20 10:13,0.99997914
172,3/1/20 10:23,0.999979
173,3/1/20 10:33,0.999979
174,3/1/20 10:43,0.999979
175,3/1/20 10:53,0.999979
176,3/1/20 11:03,0.999979
177,3/1/20 11:13,0.99997896
178,3/1/20 11:23,0.999979
179,3/1/20 11:33,0.9999791
180,3/1/20 11:43,0.999979
181,3/1/20 11:53,0.99997914
182,3/1/20 12:03,0.999979
183,3/1/20 12:13,0.999979
184,3/1/20 12:23,0.999979
185,3/1/20 12:33,0.999979
186,3/1/20 12:44,0.9999791
187,3/1/20 12:53,0.999979
188,3/1/20 13:03,0.999979
189,3/1/20 13:13,0.999979
190,3/1/20 13:23,0.999979
191,3/1/20 13:33,0.99997896
192,3/1/20 13:43,0.999979
193,3/1/20 13:54,0.999979
194,3/1/20 14:03,0.999979
195,3/1/20 14:13,0.999979
196,3/1/20 14:23,0.999979
197,3/1/20 14:33,0.999979
198,3/1/20 14:43,0.999979
199,3/1/20 14:53,0.999979
200,3/1/20 15:03,0.999979
201,3/1/20 15:13,0.999979
202,3/1/20 15:23,0.999979
203,3/1/20 15:33,0.9999791
204,3/1/20 15:43,0.9999791
205,3/1/20 15:53,0.999979
206,3/1/20 16:03,0.999979
207,3/1/20 16:14,0.99997914
208,3/1/20 16:23,0.99997896
209,3/1/20 16:33,0.999979
210,3/1/20 16:43,0.9999791
211,3/1/20 16:53,0.999979
212,3/1/20 17:03,0.999979
213,3/1/20 17:13,0.999979
214,3/1/20 17:24,0.999979
215,3/1/20 17:33,0.999979
216,3/1/20 17:43,0.99997896
217,3/1/20 17:53,0.999979
218,3/1/20 18:03,0.999979
219,3/1/20 18:13,0.999979
220,3/1/20 18:23,0.99997896
221,3/1/20 18:33,0.9999789
222,3/1/20 18:43,0.99997914
223,3/1/20 18:53,0.99997914
224,3/1/20 19:03,0.999979
225,3/1/20 19:13,0.999979
226,3/1/20 19:23,0.999979
227,3/1/20 19:33,0.999979
228,3/1/20 19:44,0.999979
229,3/1/20 19:53,0.999979
230,3/1/20 20:03,0.999979
231,3/1/20 20:13,0.999979
232,3/1/20 20:23,0.99997914
233,3/1/20 20:33,0.999979
234,3/1/20 20:43,0.999979
235,3/1/20 20:53,0.999979
236,3/1/20 21:03,0.999979
237,3/1/20 21:13,0.99997896
238,3/1/20 21:23,0.999979
239,3/1/20 21:33,0.999979
240,3/1/20 21:43,0.99997914
241,3/1/20 21:53,0.999979
242,3/1/20 22:03,0.999979
243,3/1/20 22:13,0.999979
244,3/1/20 22:23,0.999979
245,3/1/20 22:33,0.99997914
246,3/1/20 22:43,0.99997914
247,3/1/20 22:53,0.999979
248,3/1/20 23:03,0.999979
249,3/1/20 23:13,0.999979
250,3/1/20 23:24,0.999979
251,3/1/20 23:33,0.999979
252,3/1/20 23:43,0.999979
253,3/1/20 23:53,0.999979
254,3/2/20 00:03,0.999979
255,3/2/20 00:13,0.999979
256,3/2/20 00:24,0.999979
257,3/2/20 00:33,0.999979
258,3/2/20 00:43,0.999979
259,3/2/20 00:53,0.999979
260,3/2/20 01:03,0.9999791
261,3/2/20 01:13,0.999979
262,3/2/20 01:23,0.999979
263,3/2/20 01:34,0.99997896
264,3/2/20 01:43,0.999979
265,3/2/20 01:53,0.99997914
266,3/2/20 02:03,0.9999789
267,3/2/20 02:13,0.999979
268,3/2/20 02:23,0.99997896
269,3/2/20 02:33,0.99997896
270,3/2/20 02:44,0.999979
271,3/2/20 02:53,0.999979
272,3/2/20 03:03,0.999979
273,3/2/20 03:13,0.999979
274,3/2/20 03:23,0.999979
275,3/2/20 03:33,0.999979
276,3/2/20 03:43,0.999979
277,3/2/20 03:54,0.999979
278,3/2/20 04:03,0.999979
279,3/2/20 04:13,0.999979
280,3/2/20 04:23,0.999979
281,3/2/20 04:33,0.99997914
282,3/2/20 04:43,0.999979
283,3/2/20 04:53,0.999979
284,3/2/20 05:04,0.999979
285,3/2/20 05:13,0.999979
286,3/2/20 05:23,0.999979
287,3/2/20 05:33,0.999979
288,3/2/20 05:43,0.999979
289,3/2/20 05:53,0.999979
290,3/2/20 06:03,0.99997914
291,3/2/20 06:14,0.999979
292,3/2/20 06:23,0.999979
293,3/2/20 06:33,0.999979
294,3/2/20 06:43,0.999979
295,3/2/20 06:53,0.99997896
296,3/2/20 07:03,0.999979
297,3/2/20 07:13,0.999979
298,3/2/20 07:24,0.999979
299,3/2/20 07:33,0.999979
300,3/2/20 07:43,0.999979
301,3/2/20 07:53,0.999979
302,3/2/20 08:03,0.999979
303,3/2/20 08:13,0.999979
304,3/2/20 08:23,0.999979
305,3/2/20 08:34,0.99997914
306,3/2/20 08:43,0.999979
307,3/2/20 08:53,0.999979
308,3/2/20 09:03,0.99997914
309,3/2/20 09:13,0.999979
310,3/2/20 09:23,0.999979
311,3/2/20 09:33,0.999979
