,time,damage
0,2/29/20 05:00,0.9895222
1,2/29/20 05:09,0.9895178
2,2/29/20 05:19,0.9895439
3,2/29/20 05:29,0.989519
4,2/29/20 05:39,0.98953414
5,2/29/20 05:49,0.98952675
6,2/29/20 05:59,0.9895159
7,2/29/20 06:10,0.9895475
8,2/29/20 06:19,0.98952043
9,2/29/20 06:29,0.9895302
10,2/29/20 06:39,0.989532
11,2/29/20 06:49,0.9895234
12,2/29/20 06:59,0.9895363
13,2/29/20 07:09,0.989536
14,2/29/20 07:20,0.9895498
15,2/29/20 07:29,0.98952866
16,2/29/20 07:39,0.98952365
17,2/29/20 07:49,0.98954535
18,2/29/20 07:59,0.9895371
19,2/29/20 08:09,0.9895403
20,2/29/20 08:19,0.9895505
21,2/29/20 08:30,0.9895549
22,2/29/20 08:40,0.98953104
23,2/29/20 08:49,0.9895452
24,2/29/20 08:59,0.98954886
25,2/29/20 09:09,0.989549
26,2/29/20 09:19,0.98954713
27,2/29/20 09:29,0.9895509
28,2/29/20 09:40,0.98955154
29,2/29/20 09:49,0.98954535
30,2/29/20 09:59,0.9895431
31,2/29/20 10:09,0.9895607
32,2/29/20 10:19,0.9895642
33,2/29/20 10:29,0.9895659
34,2/29/20 10:39,0.98955655
35,2/29/20 10:50,0.9895533
36,2/29/20 10:59,0.9895489
37,2/29/20 11:09,0.9895367
38,2/29/20 11:19,0.98953927
39,2/29/20 11:29,0.98955595
40,2/29/20 11:39,0.98954654
41,2/29/20 11:49,0.989549
42,2/29/20 12:00,0.98955774
43,2/29/20 12:09,0.98954296
44,2/29/20 12:19,0.9895534
45,2/29/20 12:29,0.9895624
46,2/29/20 12:39,0.9895636
47,2/29/20 12:49,0.98955584
48,2/29/20 12:59,0.9895511
49,2/29/20 13:10,0.98954433
50,2/29/20 13:20,0.98954904
51,2/29/20 13:29,0.98953545
52,2/29/20 13:39,0.98957586
53,2/29/20 13:49,0.9895714
54,2/29/20 13:59,0.98955
55,2/29/20 14:09,0.9895506
56,2/29/20 14:20,0.98954344
57,2/29/20 14:30,0.98955345
58,2/29/20 14:39,0.9895561
59,2/29/20 14:49,0.98957
60,2/29/20 14:59,0.9895629
61,2/29/20 15:09,0.9895553
62,2/29/20 15:19,0.98953545
63,2/29/20 15:30,0.98955864
64,2/29/20 15:40,0.98954684
65,2/29/20 15:49,0.9895543
66,2/29/20 15:59,0.9895646
67,2/29/20 16:09,0.98955846
68,2/29/20 16:19,0.9895514
69,2/29/20 16:29,0.98955667
70,2/29/20 16:40,0.9895477
71,2/29/20 16:50,0.9895514
72,2/29/20 16:59,0.98955834
73,2/29/20 17:09,0.9895549
74,2/29/20 17:19,0.98955715
75,2/29/20 17:29,0.9895676
76,2/29/20 17:39,0.9895743
77,2/29/20 17:50,0.9895549
78,2/29/20 18:00,0.9895524
79,2/29/20 18:09,0.9895638
80,2/29/20 18:19,0.9895568
