,time,damage
0,2/29/20 05:00,0.37353075
1,2/29/20 05:10,0.3735326
2,2/29/20 05:20,0.37349397
3,2/29/20 05:30,0.37337124
4,2/29/20 05:40,0.37354854
5,2/29/20 05:49,0.3735324
6,2/29/20 05:59,0.37351477
7,2/29/20 06:10,0.3732953
8,2/29/20 06:20,0.37332883
9,2/29/20 06:30,0.3733322
10,2/29/20 06:40,0.3734329
11,2/29/20 06:50,0.37345356
12,2/29/20 06:59,0.37346086
13,2/29/20 07:09,0.3733667
14,2/29/20 07:20,0.37333018
15,2/29/20 07:30,0.37326643
16,2/29/20 07:40,0.3734486
17,2/29/20 07:50,0.37349847
18,2/29/20 08:00,0.3732917
19,2/29/20 08:09,0.37324858
20,2/29/20 08:19,0.37341842
21,2/29/20 08:30,0.37354723
22,2/29/20 08:40,0.37334955
23,2/29/20 08:50,0.3732012
24,2/29/20 09:00,0.3732661
25,2/29/20 09:10,0.37346962
26,2/29/20 09:19,0.3735074
27,2/29/20 09:29,0.37324494
28,2/29/20 09:40,0.37309617
29,2/29/20 09:50,0.37341434
30,2/29/20 10:00,0.37345326
31,2/29/20 10:10,0.37343335
32,2/29/20 10:20,0.372959
33,2/29/20 10:29,0.37313432
34,2/29/20 10:39,0.3731613
35,2/29/20 10:50,0.3730533
36,2/29/20 11:00,0.37324595
37,2/29/20 11:10,0.372935
38,2/29/20 11:20,0.3730722
39,2/29/20 11:30,0.37309164
40,2/29/20 11:39,0.37345776
41,2/29/20 11:49,0.3730477
42,2/29/20 12:00,0.373252
43,2/29/20 12:10,0.37309211
44,2/29/20 12:20,0.37306458
45,2/29/20 12:30,0.3732262
46,2/29/20 12:40,0.37330985
47,2/29/20 12:49,0.37314105
48,2/29/20 12:59,0.37288612
49,2/29/20 13:10,0.3733511
50,2/29/20 13:20,0.3734786
51,2/29/20 13:30,0.3733371
52,2/29/20 13:40,0.37344867
53,2/29/20 13:50,0.37349975
54,2/29/20 13:59,0.37326893
55,2/29/20 14:09,0.37331653
56,2/29/20 14:20,0.37333512
57,2/29/20 14:30,0.37345177
58,2/29/20 14:40,0.37324548
59,2/29/20 14:50,0.37345392
60,2/29/20 15:00,0.37311393
61,2/29/20 15:09,0.373027
62,2/29/20 15:19,0.37324387
63,2/29/20 15:30,0.37318227
64,2/29/20 15:40,0.3731386
65,2/29/20 15:50,0.37329116
66,2/29/20 16:00,0.3733685
67,2/29/20 16:10,0.37319934
68,2/29/20 16:19,0.37343526
69,2/29/20 16:29,0.37333655
70,2/29/20 16:40,0.37349033
71,2/29/20 16:50,0.37338948
72,2/29/20 17:00,0.37335446
73,2/29/20 17:10,0.37327835
74,2/29/20 17:20,0.3733572
75,2/29/20 17:29,0.3732967
76,2/29/20 17:39,0.373222
77,2/29/20 17:50,0.37329125
78,2/29/20 18:00,0.37333083
79,2/29/20 18:10,0.37330693
80,2/29/20 18:20,0.37337697
81,2/29/20 18:30,0.3731642
82,2/29/20 18:40,0.37341237
83,2/29/20 18:49,0.3734181
84,2/29/20 18:59,0.37339228
85,2/29/20 19:10,0.37333196
86,2/29/20 19:20,0.37335396
87,2/29/20 19:30,0.37326583
88,2/29/20 19:40,0.37339145
89,2/29/20 19:50,0.3734321
90,2/29/20 19:59,0.37339294
91,2/29/20 20:09,0.3733485
92,2/29/20 20:20,0.37340802
93,2/29/20 20:30,0.37331146
94,2/29/20 20:40,0.37331563
95,2/29/20 20:50,0.37336767
96,2/29/20 21:00,0.37328914
97,2/29/20 21:09,0.37309778
98,2/29/20 21:20,0.37348163
99,2/29/20 21:30,0.37337124
100,2/29/20 21:40,0.37315336
101,2/29/20 21:50,0.37328947
102,2/29/20 22:00,0.3733344
103,2/29/20 22:10,0.37339622
104,2/29/20 22:19,0.37341732
105,2/29/20 22:29,0.37298387
106,2/29/20 22:40,0.3733542
107,2/29/20 22:50,0.37333357
108,2/29/20 23:00,0.37322485
109,2/29/20 23:10,0.37320036
110,2/29/20 23:20,0.37324378
111,2/29/20 23:29,0.37302333
112,2/29/20 23:39,0.3730019
113,2/29/20 23:50,0.37326926
114,3/1/20 00:00,0.37322563
115,3/1/20 00:10,0.37302384
116,3/1/20 00:20,0.37304404
117,3/1/20 00:30,0.37304616
118,3/1/20 00:39,0.37318307
119,3/1/20 00:50,0.37313402
120,3/1/20 01:00,0.37337103
121,3/1/20 01:10,0.37316036
122,3/1/20 01:20,0.37315634
123,3/1/20 01:30,0.37311354
124,3/1/20 01:39,0.3730014
125,3/1/20 01:49,0.3734113
126,3/1/20 02:00,0.37318465
127,3/1/20 02:10,0.3732921
128,3/1/20 02:20,0.37336993
129,3/1/20 02:30,0.37339282
130,3/1/20 02:40,0.37332964
131,3/1/20 02:49,0.37325472
132,3/1/20 02:59,0.37326664
133,3/1/20 03:10,0.37329084
134,3/1/20 03:20,0.37333286
135,3/1/20 03:30,0.37333614
136,3/1/20 03:40,0.37341124
137,3/1/20 03:50,0.37362963
138,3/1/20 04:00,0.37334892
139,3/1/20 04:09,0.3734486
140,3/1/20 04:20,0.37320465
141,3/1/20 04:30,0.37334046
142,3/1/20 04:40,0.37340912
