,time,damage
0,2/29/20 05:06,0.9999387
1,2/29/20 05:16,0.9999393
2,2/29/20 05:26,0.9999394
3,2/29/20 05:36,0.9999397
4,2/29/20 05:46,0.99994004
5,2/29/20 05:56,0.9999399
6,2/29/20 06:07,0.9999403
7,2/29/20 06:17,0.9999405
8,2/29/20 06:26,0.999941
9,2/29/20 06:36,0.99994093
10,2/29/20 06:46,0.99994105
11,2/29/20 06:56,0.99994105
12,2/29/20 07:06,0.99994135
13,2/29/20 07:17,0.9999416
14,2/29/20 07:27,0.9999416
15,2/29/20 07:36,0.99994206
16,2/29/20 07:46,0.99994206
17,2/29/20 07:56,0.9999421
18,2/29/20 08:06,0.999942
19,2/29/20 08:16,0.99994206
20,2/29/20 08:27,0.99994254
21,2/29/20 08:37,0.9999424
22,2/29/20 08:46,0.99994254
23,2/29/20 08:56,0.9999425
24,2/29/20 09:06,0.9999423
25,2/29/20 09:16,0.99994266
26,2/29/20 09:26,0.999943
27,2/29/20 09:37,0.999943
28,2/29/20 09:47,0.99994314
29,2/29/20 09:56,0.9999428
30,2/29/20 10:06,0.9999429
31,2/29/20 10:16,0.999943
32,2/29/20 10:26,0.9999434
33,2/29/20 10:36,0.99994314
34,2/29/20 10:47,0.99994314
35,2/29/20 10:57,0.99994326
36,2/29/20 11:06,0.9999428
37,2/29/20 11:16,0.99994314
38,2/29/20 11:26,0.9999433
39,2/29/20 11:36,0.9999434
40,2/29/20 11:46,0.99994373
41,2/29/20 11:57,0.9999435
42,2/29/20 12:07,0.9999434
43,2/29/20 12:16,0.99994326
44,2/29/20 12:26,0.99994314
45,2/29/20 12:36,0.99994314
46,2/29/20 12:46,0.9999435
47,2/29/20 12:56,0.9999435
48,2/29/20 13:07,0.9999429
49,2/29/20 13:17,0.99994314
50,2/29/20 13:26,0.9999434
51,2/29/20 13:36,0.9999434
52,2/29/20 13:46,0.9999434
53,2/29/20 13:56,0.9999435
54,2/29/20 14:06,0.9999437
55,2/29/20 14:17,0.99994326
56,2/29/20 14:27,0.9999437
57,2/29/20 14:36,0.99994373
58,2/29/20 14:46,0.99994385
59,2/29/20 14:56,0.9999439
60,2/29/20 15:06,0.99994326
61,2/29/20 15:16,0.999944
62,2/29/20 15:27,0.9999436
63,2/29/20 15:37,0.99994373
64,2/29/20 15:46,0.99994385
65,2/29/20 15:56,0.99994385
66,2/29/20 16:06,0.99994373
67,2/29/20 16:16,0.99994373
68,2/29/20 16:26,0.9999434
69,2/29/20 16:37,0.9999441
70,2/29/20 16:47,0.99994385
71,2/29/20 16:56,0.9999437
72,2/29/20 17:06,0.99994373
73,2/29/20 17:16,0.999944
74,2/29/20 17:26,0.99994373
75,2/29/20 17:36,0.99994385
76,2/29/20 17:46,0.9999433
77,2/29/20 17:57,0.99994373
78,2/29/20 18:07,0.9999436
79,2/29/20 18:16,0.9999436
80,2/29/20 18:26,0.99994326
81,2/29/20 18:36,0.99994385
82,2/29/20 18:46,0.99994373
83,2/29/20 18:56,0.9999435
84,2/29/20 19:07,0.99994373
85,2/29/20 19:17,0.99994385
86,2/29/20 19:26,0.999944
87,2/29/20 19:36,0.999944
88,2/29/20 19:46,0.999944
89,2/29/20 19:56,0.9999442
90,2/29/20 20:06,0.99994373
91,2/29/20 20:17,0.99994373
92,2/29/20 20:27,0.99994385
93,2/29/20 20:36,0.99994385
94,2/29/20 20:46,0.99994385
